Map_Nil_Full
95
0|0
0|1
0|2
0|3
0|4
0|5
0|6
0|7
0|8
0|9
0|10
0|11
0|12
0|13
0|15
0|16
0|17
0|18
0|19
0|20
0|21
0|22
0|23
0|24
0|28
0|29
0|30
0|31
0|32
0|34
0|35
0|40
0|41
0|42
0|43
0|44
0|46
0|47
246|48
0|55
246|59
246|60
0|61
0|62
0|63
255|65
0|67
246|71
246|72
0|73
0|74
0|75
0|77
0|81
246|83
246|84
0|93
246|95
0|100
0|101
0|102
0|104
0|105
0|106
0|107
0|108
0|112
0|113
0|114
0|116
0|117
0|118
0|119
0|120
0|121
0|123
0|124
0|125
0|126
0|127
0|128
0|129
0|130
0|131
0|133
0|134
0|135
0|136
0|137
0|138
0|139
0|140
0|141
0|142
0|143
