Map_Rocky_Full
107
26|0
28|1
26|2
26|3
28|4
28|5
26|6
28|7
28|8
28|9
28|10
71|11
28|12
28|13
26|14
26|15
26|16
26|17
28|18
26|19
28|20
26|21
26|22
71|23
26|24
28|25
26|26
26|27
26|28
26|29
26|30
26|31
26|32
28|33
28|34
71|35
26|36
28|37
28|38
27|39
27|40
27|41
27|42
27|43
87|44
72|45
72|46
71|47
72|48
72|49
72|50
87|51
27|52
27|53
27|54
27|55
71|63
27|66
87|71
255|73
71|87
27|90
87|95
72|96
72|97
72|98
87|99
27|100
27|101
27|102
27|103
28|108
28|109
24|110
27|111
27|112
27|113
27|114
27|115
87|116
72|117
72|118
87|119
28|120
24|121
28|122
28|123
24|124
28|125
28|126
28|127
24|128
28|129
28|130
71|131
28|132
28|133
28|134
28|135
28|136
28|137
28|138
28|139
28|140
28|141
28|142
71|143
